opencpnName,category,matchKind,esriName,opencpnColorRefs,opencpnDayColors,opencpnBitmap,matchReason
"ACHARE02","POINT","CUSTOM_SYMBOL_MAP","N10_Reported_anchorage.svg","ACHMGD","","rastersymbols-day.png:10,10,13x16@6,8","CustomSymbolMap object rule for ACHARE"
"ACHARE51","POINT","CUSTOM_SYMBOL_MAP","N10_Reported_anchorage.svg","ADEPMDBCHMGD","","rastersymbols-day.png:373,415,25x29@18,1","CustomSymbolMap object rule for ACHARE"
"ACHBRT07","POINT","UNRESOLVED","","ACHMGD","","rastersymbols-day.png:79,10,16x16@8,8","no exact/direct/semantic ESRI match; generic category fallback disabled"
"ACHRES51","POINT","UNRESOLVED","","ACHMGF","","rastersymbols-day.png:105,10,36x38@-18,-14","no exact/direct/semantic ESRI match; generic category fallback disabled"
"ACHRES61","POINT","UNRESOLVED","","ACHMGFCCHMGD","","rastersymbols-day.png:151,10,42x38@-18,-14","no exact/direct/semantic ESRI match; generic category fallback disabled"
"ACHRES71","POINT","UNRESOLVED","","ACHMGFCCHMGD","","rastersymbols-day.png:203,10,43x38@-12,-14","no exact/direct/semantic ESRI match; generic category fallback disabled"
"AIRARE02","POINT","UNRESOLVED","","ALANDF","","rastersymbols-day.png:256,10,24x24@11,11","no exact/direct/semantic ESRI match; generic category fallback disabled"
"AISDEF01","POINT","UNRESOLVED","","AARPATCCHMGD","","rastersymbols-day.png:290,10,17x23@3,20","no exact/direct/semantic ESRI match; generic category fallback disabled"
"AISONE01","POINT","UNRESOLVED","","AARPAT","","rastersymbols-day.png:317,10,13x6@6,5","no exact/direct/semantic ESRI match; generic category fallback disabled"
"AISSIX01","POINT","UNRESOLVED","","AARPAT","","rastersymbols-day.png:340,10,13x7@6,6","no exact/direct/semantic ESRI match; generic category fallback disabled"
"AISSLP01","POINT","UNRESOLVED","","AARPAT","","rastersymbols-day.png:363,10,9x23@3,20","no exact/direct/semantic ESRI match; generic category fallback disabled"
"AISVES01","POINT","UNRESOLVED","","AARPAT","","rastersymbols-day.png:382,10,15x37@7,29","no exact/direct/semantic ESRI match; generic category fallback disabled"
"ARPATG01","POINT","UNRESOLVED","","eARPAT","","rastersymbols-day.png:407,10,15x15@7,7","no exact/direct/semantic ESRI match; generic category fallback disabled"
"ARPONE01","POINT","UNRESOLVED","","AARPAT","","rastersymbols-day.png:432,10,13x2@-2147483648,-2147483648","no exact/direct/semantic ESRI match; generic category fallback disabled"
"ARPSIX01","POINT","UNRESOLVED","","AARPAT","","rastersymbols-day.png:455,10,13x2@-2147483648,-2147483648","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BCNCAR01","POINT","CUSTOM_SYMBOL_MAP","Q80_Beacon.svg","mOUTLWHCHYLW","","rastersymbols-day.png:478,10,13x19@6,9","CustomSymbolMap object rule for BCNCAR"
"BCNCAR02","POINT","CUSTOM_SYMBOL_MAP","Q80_Beacon.svg","mOUTLWHCHYLW","","rastersymbols-day.png:501,10,13x20@6,10","CustomSymbolMap object rule for BCNCAR"
"BCNCAR03","POINT","CUSTOM_SYMBOL_MAP","Q80_Beacon.svg","mOUTLWHCHYLW","","rastersymbols-day.png:524,10,13x19@6,9","CustomSymbolMap object rule for BCNCAR"
"BCNCAR04","POINT","CUSTOM_SYMBOL_MAP","Q80_Beacon.svg","mOUTLWHCHYLW","","rastersymbols-day.png:547,10,13x19@6,9","CustomSymbolMap object rule for BCNCAR"
"BCNDEF13","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ACHMGDCCHGRDDOUTLW","","rastersymbols-day.png:570,10,16x14@3,6","semantic token match for BCNDEF"
"BCNGEN01","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLK","","rastersymbols-day.png:147,415,10x18@4,15","semantic token match for BCNGEN"
"BCNGEN03","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ACHMGDCCHBLK","","rastersymbols-day.png:616,10,18x16@4,14","semantic token match for BCNGEN"
"BCNISD21","POINT","CUSTOM_SYMBOL_MAP","Q80_Beacon.svg","AOUTLWCCHRED","","rastersymbols-day.png:644,10,8x17@3,8","CustomSymbolMap object rule for BCNISD"
"BCNLAT15","POINT","CUSTOM_SYMBOL_MAP","Q90_Stake_pole.svg","FCHREDmOUTLW","","rastersymbols-day.png:662,10,7x13@3,6","CustomSymbolMap object rule for BCNLAT"
"BCNLAT16","POINT","CUSTOM_SYMBOL_MAP","Q90_Stake_pole.svg","GCHGRNmOUTLW","","rastersymbols-day.png:679,10,7x13@3,6","CustomSymbolMap object rule for BCNLAT"
"BCNLAT21","POINT","CUSTOM_SYMBOL_MAP","Q90_Stake_pole.svg","aOUTLWbCHRED","","rastersymbols-day.png:696,10,5x15@1,7","CustomSymbolMap object rule for BCNLAT"
"BCNLAT22","POINT","CUSTOM_SYMBOL_MAP","Q90_Stake_pole.svg","aOUTLWbCHGRN","","rastersymbols-day.png:711,10,5x15@1,7","CustomSymbolMap object rule for BCNLAT"
"BCNLTC01","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLK","","rastersymbols-day.png:802,742,15x18@7,14","semantic token match for BCNLTC"
"BCNSAW13","POINT","CUSTOM_SYMBOL_MAP","Q92_Withy_port.svg","CCHBLKmOUTLWBDEPVS","","rastersymbols-day.png:751,10,7x13@3,6","CustomSymbolMap object rule for BCNSAW"
"BCNSAW21","POINT","CUSTOM_SYMBOL_MAP","Q92_Withy_port.svg","aOUTLWbCHBLKBDEPVS","","rastersymbols-day.png:768,10,5x15@1,7","CustomSymbolMap object rule for BCNSAW"
"BCNSPP13","POINT","CUSTOM_SYMBOL_MAP","Q90_Stake_pole.svg","HCHYLWmOUTLW","","rastersymbols-day.png:783,10,7x13@3,6","CustomSymbolMap object rule for BCNSPP"
"BCNSPP21","POINT","CUSTOM_SYMBOL_MAP","Q90_Stake_pole.svg","aOUTLWbCHYLW","","rastersymbols-day.png:800,10,5x15@1,7","CustomSymbolMap object rule for BCNSPP"
"BCNSTK02","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLK","","rastersymbols-day.png:527,742,8x16@3,13","semantic token match for BCNSTK"
"BCNTOW01","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLK","","rastersymbols-day.png:243,742,15x18@7,14","semantic token match for BCNTOW"
"BLKADJ01","POINT","UNRESOLVED","","ABKAJ1BBKAJ2","","rastersymbols-day.png:858,10,58x58@29,30","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BOYBAR01","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:1224,742,24x15@12,11","semantic token match for BOYBAR"
"BOYCAN01","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","CCHBLK","","rastersymbols-day.png:955,10,19x12@8,10","semantic token match for BOYCAN"
"BOYCAR01","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","HCHYLWmOUTLW","","rastersymbols-day.png:984,10,13x19@8,9","CustomSymbolMap object rule for BOYCAR"
"BOYCAR02","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","mOUTLWHCHYLW","","rastersymbols-day.png:1007,10,12x20@5,10","CustomSymbolMap object rule for BOYCAR"
"BOYCAR03","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","mOUTLWHCHYLW","","rastersymbols-day.png:1029,10,13x19@3,9","CustomSymbolMap object rule for BOYCAR"
"BOYCAR04","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","mOUTLWHCHYLW","","rastersymbols-day.png:1052,10,19x19@9,9","CustomSymbolMap object rule for BOYCAR"
"BOYCON01","POINT","ALIAS","Q20b_Conical_buoy.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:175,778,19x16@9,12","explicit alias Q20b_Conical_buoy.svg"
"BOYDEF03","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ACHMGDCCHGRDDOUTLW","","rastersymbols-day.png:1109,10,22x14@6,7","semantic token match for BOYDEF"
"BOYGEN03","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHMGD","","rastersymbols-day.png:1319,742,20x17@7,13","semantic token match for BOYGEN"
"BOYINB01","POINT","CUSTOM_SYMBOL_MAP","L16_Tanker_mooring.svg","CCHBLK","","rastersymbols-day.png:1174,10,26x15@12,13","CustomSymbolMap object rule for BOYINB"
"BOYISD12","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","AOUTLWCCHRED","","rastersymbols-day.png:1210,10,12x17@5,8","CustomSymbolMap object rule for BOYISD"
"BOYLAT13","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","ACHGRNBOUTLW","","rastersymbols-day.png:1232,10,14x14@9,9","CustomSymbolMap object rule for BOYLAT"
"BOYLAT14","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","ACHREDbOUTLW","","rastersymbols-day.png:1256,10,14x14@9,9","CustomSymbolMap object rule for BOYLAT"
"BOYLAT23","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","ACHGRNBOUTLW","","rastersymbols-day.png:1280,10,16x13@8,6","CustomSymbolMap object rule for BOYLAT"
"BOYLAT24","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","ACHREDbOUTLW","","rastersymbols-day.png:1306,10,16x13@8,6","CustomSymbolMap object rule for BOYLAT"
"BOYMOR01","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLK","","rastersymbols-day.png:240,778,24x18@12,14","semantic token match for BOYMOR"
"BOYMOR03","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHGRN","","rastersymbols-day.png:274,778,19x15@9,11","semantic token match for BOYMOR"
"BOYMOR11","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ACHBLK","","rastersymbols-day.png:1390,10,23x11@11,5","semantic token match for BOYMOR"
"BOYPIL01","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLK","","rastersymbols-day.png:1039,358,18x18@9,14","semantic token match for BOYPIL"
"BOYSAW12","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","CCHREDmOUTLW","","rastersymbols-day.png:1451,10,13x13@6,6","CustomSymbolMap object rule for BOYSAW"
"BOYSPH01","POINT","ALIAS","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:1290,742,19x15@9,11","explicit alias Q22a_Spherical_buoy.svg"
"BOYSPP11","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","HCHYLWmOUTLW","","rastersymbols-day.png:37,78,13x13@6,6","CustomSymbolMap object rule for BOYSPP"
"BOYSPP15","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","ACHYLWBOUTLW","","rastersymbols-day.png:60,78,14x14@9,9","CustomSymbolMap object rule for BOYSPP"
"BOYSPP25","POINT","CUSTOM_SYMBOL_MAP","Q23a_Pillar_buoy.svg","ACHYLWBOUTLW","","rastersymbols-day.png:84,78,16x13@8,6","CustomSymbolMap object rule for BOYSPP"
"BOYSPR01","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHWHTDCHBLK","","rastersymbols-day.png:379,778,10x18@4,15","semantic token match for BOYSPR"
"BOYSUP01","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:45,778,25x16@12,12","semantic token match for BOYSUP"
"BOYSUP02","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHBLK","","rastersymbols-day.png:80,778,25x16@12,12","semantic token match for BOYSUP"
"BOYSUP03","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:303,778,25x16@12,12","semantic token match for BOYSUP"
"BRIDGE01","POINT","UNRESOLVED","","ACHMGD","","rastersymbols-day.png:235,78,13x13@6,6","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BRTHNO01","POINT","UNRESOLVED","","JCHMGD","","rastersymbols-day.png:258,78,21x21@10,10","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BUAARE02","POINT","UNRESOLVED","","ALANDF","","rastersymbols-day.png:289,78,16x16@7,7","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BUIREL01","POINT","UNRESOLVED","","ALANDF","","rastersymbols-day.png:315,78,13x13@6,6","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BUIREL04","POINT","UNRESOLVED","","ALANDF","","rastersymbols-day.png:338,78,18x9@9,4","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BUIREL05","POINT","UNRESOLVED","","ALANDF","","rastersymbols-day.png:366,78,11x15@5,11","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BUIREL13","POINT","UNRESOLVED","","ACHBLK","","rastersymbols-day.png:387,78,13x13@6,6","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BUIREL14","POINT","UNRESOLVED","","ACHBLK","","rastersymbols-day.png:410,78,18x9@9,4","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BUIREL15","POINT","UNRESOLVED","","ACHBLK","","rastersymbols-day.png:438,78,11x14@5,10","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BUISGL01","POINT","CUSTOM_SYMBOL_MAP","E10_Church.svg","WLANDFKCHBRN","","rastersymbols-day.png:459,78,9x9@4,4","CustomSymbolMap object rule for BUISGL"
"BUISGL11","POINT","CUSTOM_SYMBOL_MAP","E10_Church.svg","WLANDFCCHBLK","","rastersymbols-day.png:478,78,9x9@4,4","CustomSymbolMap object rule for BUISGL"
"CAIRNS01","POINT","UNRESOLVED","","ADEPMDBLANDF","","rastersymbols-day.png:399,778,18x17@8,14","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CAIRNS11","POINT","UNRESOLVED","","CCHBLK","","rastersymbols-day.png:522,78,15x15@7,13","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CBLARE51","POINT","UNRESOLVED","","ACHMGF","","rastersymbols-day.png:547,78,12x33@5,16","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CGUSTA02","POINT","UNRESOLVED","","ALANDFBCHWHTCCHMGF","","rastersymbols-day.png:569,78,21x15@0,13","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CHCRDEL1","POINT","UNRESOLVED","","ACHCOR","","rastersymbols-day.png:600,78,24x24@12,11","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CHCRID01","POINT","UNRESOLVED","","ACHCOR","","rastersymbols-day.png:634,78,4x18@1,0","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CHIMNY01","POINT","UNRESOLVED","","WLANDF","","rastersymbols-day.png:648,78,15x20@5,18","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CHIMNY11","POINT","UNRESOLVED","","CCHBLK","","rastersymbols-day.png:673,78,15x20@5,18","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CHINFO06","POINT","UNRESOLVED","","ACHMGD","","rastersymbols-day.png:698,78,16x16@7,7","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CHINFO07","POINT","UNRESOLVED","","ACHMGD","","rastersymbols-day.png:724,78,15x15@7,7","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CHINFO08","POINT","UNRESOLVED","","ANINFO","","rastersymbols-day.png:749,78,15x15@7,7","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CHINFO09","POINT","UNRESOLVED","","ANINFO","","rastersymbols-day.png:774,78,16x16@7,7","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CHINFO10","POINT","UNRESOLVED","","AADINF","","rastersymbols-day.png:800,78,15x15@7,7","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CHINFO11","POINT","UNRESOLVED","","AADINF","","rastersymbols-day.png:825,78,16x16@7,7","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CHKSYM01","POINT","UNRESOLVED","","ACHBLKBOUTLW","","rastersymbols-day.png:851,78,16x15@7,7","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CLRLIN01","POINT","UNRESOLVED","","fNINFO","","rastersymbols-day.png:877,78,11x19@5,18","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CRANES01","POINT","CUSTOM_SYMBOL_MAP","F53_Crane.svg","WLANDF","","rastersymbols-day.png:898,78,18x16@8,14","CustomSymbolMap object rule for CRANES"
"CTNARE51","POINT","UNRESOLVED","","ATRFCF","","rastersymbols-day.png:926,78,29x29@52,-17","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CTYARE51","POINT","UNRESOLVED","","ATRFCF","","rastersymbols-day.png:965,78,29x29@52,-17","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CTYARE71","POINT","UNRESOLVED","","ATRFCFDCHMGD","","rastersymbols-day.png:1004,78,36x29@59,-17","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CURDEF01","POINT","UNRESOLVED","","ACHGRD","","rastersymbols-day.png:1050,78,30x27@14,13","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CURENT01","POINT","UNRESOLVED","","ACHGRD","","rastersymbols-day.png:1090,78,7x27@3,13","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CURSRA01","POINT","UNRESOLVED","","BCURSR","","rastersymbols-day.png:1107,78,30x30@15,14","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CURSRB01","POINT","UNRESOLVED","","ACURSR","","rastersymbols-day.png:1147,78,30x30@14,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DANGER01","POINT","UNRESOLVED","","ADEPVSBCHBLK","","rastersymbols-day.png:1187,78,24x19@11,9","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DANGER02","POINT","UNRESOLVED","","ACHBLK","","rastersymbols-day.png:1221,78,24x19@12,9","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DANGER03","POINT","UNRESOLVED","","ADEPITBCHBLK","","rastersymbols-day.png:1255,78,24x19@11,9","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DAYSQR01","POINT","UNRESOLVED","","ADEPMDBCHMGD","","rastersymbols-day.png:433,358,15x22@7,20","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DAYSQR21","POINT","UNRESOLVED","","ADEPMDBCHMGD","","rastersymbols-day.png:458,358,15x23@7,20","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DAYTRI01","POINT","UNRESOLVED","","ADEPMDBCHMGD","","rastersymbols-day.png:508,358,19x23@9,21","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DAYTRI05","POINT","UNRESOLVED","","ADEPMDBCHMGD","","rastersymbols-day.png:537,358,19x22@9,20","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DAYTRI21","POINT","UNRESOLVED","","ADEPMDBCHMGD","","rastersymbols-day.png:566,358,19x25@9,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DAYTRI25","POINT","UNRESOLVED","","ADEPMDBCHMGD","","rastersymbols-day.png:595,358,19x23@9,20","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DIRBOY01","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ACHMGD","","rastersymbols-day.png:10,121,38x25@-74,12","semantic token match for DIRBOY"
"DIRBOYA1","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ACHMGDBCHREDCCHGRN","","rastersymbols-day.png:58,121,38x25@-74,12","semantic token match for DIRBOYA"
"DIRBOYB1","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ACHMGDBCHGRNCCHRED","","rastersymbols-day.png:106,121,38x25@-74,12","semantic token match for DIRBOYB"
"DISMAR03","POINT","UNRESOLVED","","ACHMGD","","rastersymbols-day.png:154,121,26x13@15,8","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DISMAR04","POINT","UNRESOLVED","","ACHMGD","","rastersymbols-day.png:190,121,17x13@5,8","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DNGHILIT","POINT","SEMANTIC_TOKEN","S1_Ra_transponder_wLight.svg","SDNGHL","","rastersymbols-day.png:217,121,18x18@9,9","semantic token match for DNGHILIT"
"DOMES001","POINT","UNRESOLVED","","ALANDF","","rastersymbols-day.png:245,121,16x13@7,11","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DOMES011","POINT","UNRESOLVED","","ACHBLK","","rastersymbols-day.png:271,121,16x13@7,11","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DSHAER01","POINT","UNRESOLVED","","WLANDF","","rastersymbols-day.png:297,121,11x16@5,14","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DSHAER11","POINT","UNRESOLVED","","CCHBLK","","rastersymbols-day.png:318,121,11x16@5,14","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DWRTPT51","POINT","UNRESOLVED","","ATRFCF","","rastersymbols-day.png:339,121,46x28@21,51","no exact/direct/semantic ESRI match; generic category fallback disabled"
"DWRUTE51","POINT","UNRESOLVED","","ATRFCD","","rastersymbols-day.png:395,121,19x44@8,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"EBBSTR01","POINT","UNRESOLVED","","ACHGRD","","rastersymbols-day.png:424,121,7x26@2,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"EBLVRM11","POINT","UNRESOLVED","","CNINFO","","rastersymbols-day.png:441,121,7x7@3,3","no exact/direct/semantic ESRI match; generic category fallback disabled"
"ENTRES51","POINT","UNRESOLVED","","ATRFCF","","rastersymbols-day.png:458,121,29x29@58,25","no exact/direct/semantic ESRI match; generic category fallback disabled"
"ENTRES61","POINT","UNRESOLVED","","ATRFCFCCHMGD","","rastersymbols-day.png:497,121,35x30@58,25","no exact/direct/semantic ESRI match; generic category fallback disabled"
"ENTRES71","POINT","UNRESOLVED","","ATRFCFCCHMGD","","rastersymbols-day.png:542,121,36x29@65,25","no exact/direct/semantic ESRI match; generic category fallback disabled"
"ERBLTIK1","POINT","UNRESOLVED","","ANINFO","","rastersymbols-day.png:588,121,36x5@23,0","no exact/direct/semantic ESRI match; generic category fallback disabled"
"EVENTS02","POINT","UNRESOLVED","","fNINFO","","rastersymbols-day.png:634,121,13x10@6,5","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FAIRWY51","POINT","UNRESOLVED","","ACHGRD","","rastersymbols-day.png:657,121,19x40@8,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FAIRWY52","POINT","UNRESOLVED","","ACHGRD","","rastersymbols-day.png:686,121,18x40@8,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FLASTK01","POINT","UNRESOLVED","","WLANDF","","rastersymbols-day.png:714,121,10x19@4,17","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FLASTK11","POINT","UNRESOLVED","","CCHBLK","","rastersymbols-day.png:734,121,10x19@4,17","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FLDSTR01","POINT","UNRESOLVED","","ACHGRD","","rastersymbols-day.png:754,121,7x27@2,13","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FLGSTF01","POINT","UNRESOLVED","","WLANDF","","rastersymbols-day.png:771,121,10x16@4,14","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FOGSIG01","POINT","CUSTOM_SYMBOL_MAP","R1_Fog_signal.svg","JCHMGF","","rastersymbols-day.png:791,121,12x13@15,-3","CustomSymbolMap object rule for FOGSIG"
"FORSTC01","POINT","UNRESOLVED","","WLANDF","","rastersymbols-day.png:813,121,13x13@6,6","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FORSTC11","POINT","UNRESOLVED","","CCHBLK","","rastersymbols-day.png:836,121,13x13@6,6","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FOULGND1","POINT","UNRESOLVED","","ACHGRD","","rastersymbols-day.png:859,121,12x10@6,5","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FRYARE51","POINT","UNRESOLVED","","ACHMGF","","rastersymbols-day.png:881,121,74x10@37,4","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FRYARE52","POINT","UNRESOLVED","","ACHBLK","","rastersymbols-day.png:965,121,74x10@37,4","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FSHFAC02","POINT","UNRESOLVED","","ACHGRD","","rastersymbols-day.png:1049,121,16x14@8,6","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FSHFAC03","POINT","UNRESOLVED","","ACHGRD","","rastersymbols-day.png:1075,121,19x6@12,3","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FSHGRD01","POINT","UNRESOLVED","","ACHGRD","","rastersymbols-day.png:1104,121,33x14@21,7","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FSHHAV01","POINT","UNRESOLVED","","DCHGRD","","rastersymbols-day.png:1147,121,29x19@19,9","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FSHRES51","POINT","UNRESOLVED","","ACHMGF","","rastersymbols-day.png:1186,121,30x19@-33,32","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FSHRES61","POINT","UNRESOLVED","","ACHMGFECHMGD","","rastersymbols-day.png:1226,121,34x19@-32,31","no exact/direct/semantic ESRI match; generic category fallback disabled"
"FSHRES71","POINT","UNRESOLVED","","ACHMGFECHMGD","","rastersymbols-day.png:1270,121,38x19@-24,32","no exact/direct/semantic ESRI match; generic category fallback disabled"
"GATCON03","POINT","UNRESOLVED","","JTRFCD","","rastersymbols-day.png:1318,121,21x21@10,10","no exact/direct/semantic ESRI match; generic category fallback disabled"
"GATCON04","POINT","UNRESOLVED","","JTRFCD","","rastersymbols-day.png:1349,121,21x21@10,10","no exact/direct/semantic ESRI match; generic category fallback disabled"
"HILTOP01","POINT","UNRESOLVED","","ALANDF","","rastersymbols-day.png:1380,121,30x25@15,13","no exact/direct/semantic ESRI match; generic category fallback disabled"
"HILTOP11","POINT","UNRESOLVED","","ACHBLK","","rastersymbols-day.png:1420,121,30x25@15,13","no exact/direct/semantic ESRI match; generic category fallback disabled"
"HRBFAC09","POINT","CUSTOM_SYMBOL_MAP","F10_Fishing_harbor.svg","ACHMGD","","rastersymbols-day.png:10,175,18x18@9,8","CustomSymbolMap object rule for HRBFAC"
"HULKES01","POINT","UNRESOLVED","","XCSTLNECHBRN","","rastersymbols-day.png:38,175,15x9@8,4","no exact/direct/semantic ESRI match; generic category fallback disabled"
"INFARE51","POINT","UNRESOLVED","","ACHMGF","","rastersymbols-day.png:63,175,24x24@-41,7","no exact/direct/semantic ESRI match; generic category fallback disabled"
"INFORM01","POINT","UNRESOLVED","","ACHMGD","","rastersymbols-day.png:97,175,47x47@5,41","no exact/direct/semantic ESRI match; generic category fallback disabled"
"ISODGR01","POINT","UNRESOLVED","","RISDNG","","rastersymbols-day.png:154,175,21x21@10,10","no exact/direct/semantic ESRI match; generic category fallback disabled"
"ITZARE51","POINT","UNRESOLVED","","ACHMGF","","rastersymbols-day.png:185,175,34x27@14,11","no exact/direct/semantic ESRI match; generic category fallback disabled"
"LIGHTDEF","POINT","SEMANTIC_TOKEN","S1_Ra_transponder_wLight.svg","ICHMGD","","rastersymbols-day.png:247,205,22x22@0,20","semantic token match for LIGHTDEF"
