opencpnName,category,matchKind,esriName,opencpnColorRefs,opencpnDayColors,opencpnBitmap,matchReason
"TOPMA105","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHREDDCHWHTECHGRN","","rastersymbols-day.png:579,660,15x22@7,33","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOPMA106","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHWHTDCHRED","","rastersymbols-day.png:604,660,15x15@7,26","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOPMA107","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHREDDCHWHT","","rastersymbols-day.png:629,660,15x15@7,26","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOPMA108","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHGRNDCHWHT","","rastersymbols-day.png:654,660,17x16@8,27","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOPMA109","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHGRNDCHWHT","","rastersymbols-day.png:681,660,17x16@8,27","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOPMA110","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:708,660,15x15@7,26","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOPMA111","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:733,660,17x17@8,28","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOPMA112","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:760,660,17x16@8,27","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOPMA113","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:787,660,17x17@8,26","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOPMA114","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:814,660,8x23@2,23","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOPMA115","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHGRN","","rastersymbols-day.png:830,660,8x23@3,23","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOPMA116","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHREDDCHWHT","","rastersymbols-day.png:850,660,14x10@5,23","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOPMA117","POINT","UNRESOLVED","","ADEPMDBUINFDCCHREDDCHGRN","","rastersymbols-day.png:874,660,13x13@2,23","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TRNBSN01","POINT","UNRESOLVED","","ADEPMDBCHMGD","","rastersymbols-day.png:897,660,23x23@11,11","no exact/direct/semantic ESRI match; generic category fallback disabled"
"CARTRF01","POINT","UNRESOLVED","","BCHBLKDCHGRFADEPMDCDEPMS","","rastersymbols-day.png:930,660,18x24@7,11","no exact/direct/semantic ESRI match; generic category fallback disabled"
"VTCLMK01","POINT","UNRESOLVED","","ADEPMDBCHBLKCDEPDW","","rastersymbols-day.png:958,660,8x24@3,3","no exact/direct/semantic ESRI match; generic category fallback disabled"
"WTLVGG01","POINT","UNRESOLVED","","ADEPMDBCHBLKCDEPDW","","rastersymbols-day.png:976,660,19x26@9,23","no exact/direct/semantic ESRI match; generic category fallback disabled"
"WTLVGG02","POINT","UNRESOLVED","","ADEPMDBCHBLKCDEPDW","","rastersymbols-day.png:1005,660,8x24@3,20","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF06","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:1023,660,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF07","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:1064,660,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF08","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:1105,660,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF09","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:1146,660,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF10","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:1187,660,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF11","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:1228,660,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF12","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:1269,660,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF13","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:1310,660,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF14","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:1351,660,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF15","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:1392,660,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF16","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:1433,660,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF17","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:10,701,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF18","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:51,701,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF20","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:92,701,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF21","POINT","UNRESOLVED","","ACHBLKBRESBLCCHWHT","","rastersymbols-day.png:133,701,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF26","POINT","UNRESOLVED","","AUINFDBRESBLCCHWHT","","rastersymbols-day.png:174,701,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKINF27","POINT","UNRESOLVED","","AUINFDBRESBLCCHWHT","","rastersymbols-day.png:215,701,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"NMKPRH07","POINT","UNRESOLVED","","ACHBLKBCHREDCCHWHT","","rastersymbols-day.png:256,701,31x31@15,15","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BOYCAN60","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:297,701,19x15@9,11","semantic token match for BOYCAN"
"BOYBAR60","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:326,701,24x15@12,11","semantic token match for BOYBAR"
"BOYBAR61","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHGRN","","rastersymbols-day.png:360,701,24x15@12,11","semantic token match for BOYBAR"
"BOYBAR62","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:394,701,24x15@12,11","semantic token match for BOYBAR"
"BOYSPH60","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:428,701,19x15@9,11","semantic token match for BOYSPH"
"BOYSPH61","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHGRN","","rastersymbols-day.png:457,701,19x15@9,11","semantic token match for BOYSPH"
"BOYSPH62","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:486,701,19x15@9,11","semantic token match for BOYSPH"
"BOYCAN64","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHBLK","","rastersymbols-day.png:515,701,19x15@9,11","semantic token match for BOYCAN"
"BOYSPH05","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHWHT","","rastersymbols-day.png:544,701,19x15@9,11","semantic token match for BOYSPH"
"BOYCON64","POINT","SEMANTIC_TOKEN","Q20a_Conical_buoy.svg","ADEPMDBCHBLKCCHBLK","","rastersymbols-day.png:573,701,19x16@9,12","semantic token match for BOYCON"
"BOYSPH65","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHREDDCHWHT","","rastersymbols-day.png:602,701,19x15@9,11","semantic token match for BOYSPH"
"BOYSPH66","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHREDDCHGRN","","rastersymbols-day.png:631,701,19x15@9,11","semantic token match for BOYSPH"
"BOYSPH67","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHGRNDCHRED","","rastersymbols-day.png:660,701,19x15@9,11","semantic token match for BOYSPH"
"BOYCAN68","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:689,701,19x15@9,11","semantic token match for BOYCAN"
"BOYCAN70","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:718,701,19x15@9,11","semantic token match for BOYCAN"
"BOYCAN71","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:747,701,19x15@9,11","semantic token match for BOYCAN"
"BOYCAN69","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:776,701,19x15@9,11","semantic token match for BOYCAN"
"BOYCAN72","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHREDDCHGRN","","rastersymbols-day.png:805,701,19x15@9,11","semantic token match for BOYCAN"
"BOYCAN73","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHGRNDCHRED","","rastersymbols-day.png:834,701,19x15@9,11","semantic token match for BOYCAN"
"BOYPIL80","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHREDDCHYLW","","rastersymbols-day.png:863,701,18x18@9,14","semantic token match for BOYPIL"
"BOYCON66","POINT","SEMANTIC_TOKEN","Q20a_Conical_buoy.svg","ADEPMDBCHBLKCCHREDDCHGRN","","rastersymbols-day.png:891,701,19x16@9,12","semantic token match for BOYCON"
"BOYCON67","POINT","SEMANTIC_TOKEN","Q20a_Conical_buoy.svg","ADEPMDBCHBLKCCHGRNDCHRED","","rastersymbols-day.png:920,701,19x16@9,12","semantic token match for BOYCON"
"BOYSPH74","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHREDDCHGRN","","rastersymbols-day.png:949,701,19x15@9,11","semantic token match for BOYSPH"
"BOYCAN74","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHREDDCHWHT","","rastersymbols-day.png:978,701,19x15@9,11","semantic token match for BOYCAN"
"BOYCAN75","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHREDDCHGRN","","rastersymbols-day.png:1007,701,19x15@9,11","semantic token match for BOYCAN"
"BOYCON68","POINT","SEMANTIC_TOKEN","Q20a_Conical_buoy.svg","ADEPMDBCHBLKCCHGRNDCHRED","","rastersymbols-day.png:1036,701,19x16@9,12","semantic token match for BOYCON"
"BOYCAN76","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:1065,701,19x15@9,11","semantic token match for BOYCAN"
"BOYCON71","POINT","SEMANTIC_TOKEN","Q20a_Conical_buoy.svg","ADEPMDBCHBLKCCHBLKDCHYLW","","rastersymbols-day.png:1094,701,19x16@9,12","semantic token match for BOYCON"
"BOYCON72","POINT","SEMANTIC_TOKEN","Q20a_Conical_buoy.svg","ADEPMDBCHBLKCCHYLWDCHBLK","","rastersymbols-day.png:1123,701,19x16@9,12","semantic token match for BOYCON"
"BOYCON69","POINT","SEMANTIC_TOKEN","Q20a_Conical_buoy.svg","ADEPMDBCHBLKCCHBLKDCHYLW","","rastersymbols-day.png:1152,701,19x16@9,12","semantic token match for BOYCON"
"BOYCON70","POINT","SEMANTIC_TOKEN","Q20a_Conical_buoy.svg","ADEPMDBCHBLKCCHYLWDCHBLK","","rastersymbols-day.png:1181,701,19x16@9,12","semantic token match for BOYCON"
"BOYSUP60","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:1210,701,25x16@12,12","semantic token match for BOYSUP"
"BOYSUP61","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHGRN","","rastersymbols-day.png:1245,701,25x16@12,12","semantic token match for BOYSUP"
"BOYSUP62","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:1280,701,25x16@12,12","semantic token match for BOYSUP"
"BOYCON73","POINT","SEMANTIC_TOKEN","Q20a_Conical_buoy.svg","ADEPMDBCHBLKCCHGRNDCHWHT","","rastersymbols-day.png:1315,701,19x16@9,12","semantic token match for BOYCON"
"BOYPIL81","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHWHTDCHCOR","","rastersymbols-day.png:1344,701,18x18@9,14","semantic token match for BOYPIL"
"BOYCAN77","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHWHTDCHCOR","","rastersymbols-day.png:1372,701,19x15@9,11","semantic token match for BOYCAN"
"BOYCAN78","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHWHTDCHCOR","","rastersymbols-day.png:1401,701,19x15@9,11","semantic token match for BOYCAN"
"BOYCAN79","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHCOR","","rastersymbols-day.png:1430,701,19x15@9,11","semantic token match for BOYCAN"
"BOYSPR68","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLWDCHBLK","","rastersymbols-day.png:1459,701,10x18@4,15","semantic token match for BOYSPR"
"BCNLAT50","POINT","CUSTOM_SYMBOL_MAP","Q90_Stake_pole.svg","ADEPMDBCHBLK","","rastersymbols-day.png:10,742,7x14@3,11","CustomSymbolMap object rule for BCNLAT"
"BOYCON77","POINT","SEMANTIC_TOKEN","Q20a_Conical_buoy.svg","ADEPMDBCHBLKCCHWHTDCHCOR","","rastersymbols-day.png:27,742,19x16@9,12","semantic token match for BOYCON"
"BOYSPH77","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHWHTDCHCOR","","rastersymbols-day.png:56,742,19x15@9,11","semantic token match for BOYSPH"
"BOYCON78","POINT","SEMANTIC_TOKEN","Q20a_Conical_buoy.svg","ADEPMDBCHBLKCCHWHTDCHRED","","rastersymbols-day.png:85,742,19x16@9,12","semantic token match for BOYCON"
"BOYSPH75","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHGRNDCHRED","","rastersymbols-day.png:114,742,19x15@9,11","semantic token match for BOYSPH"
"BOYSPR69","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLWDCHBLK","","rastersymbols-day.png:143,742,10x18@4,15","semantic token match for BOYSPR"
"BOYSPR70","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLWDCHBLK","","rastersymbols-day.png:163,742,10x18@4,15","semantic token match for BOYSPR"
"BOYSPR71","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLWDCHBLK","","rastersymbols-day.png:183,742,10x18@4,15","semantic token match for BOYSPR"
"BOYSPR62","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLWDCHBLK","","rastersymbols-day.png:203,742,10x18@4,15","semantic token match for BOYSPR"
"BCNSPR62","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHBLKDCHYLW","","rastersymbols-day.png:223,742,10x18@4,15","semantic token match for BCNSPR"
"BCNTOW61","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHGRN","","rastersymbols-day.png:268,742,15x18@7,14","semantic token match for BCNTOW"
"BCNTOW60","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:293,742,15x18@7,14","semantic token match for BCNTOW"
"BCNTOW62","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:318,742,15x18@7,14","semantic token match for BCNTOW"
"TOWERS78","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHWHTDCHRED","","rastersymbols-day.png:415,742,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOWERS62","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:439,742,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOWERS79","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHWHTDCHBLK","","rastersymbols-day.png:463,742,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BCNGEN60","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:487,742,10x18@4,15","semantic token match for BCNGEN"
"BCNGEN61","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHGRN","","rastersymbols-day.png:507,742,10x18@4,15","semantic token match for BCNGEN"
"BCNSTK60","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:545,742,8x16@3,13","semantic token match for BCNSTK"
"BCNSTK61","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHGRN","","rastersymbols-day.png:563,742,8x16@3,13","semantic token match for BCNSTK"
"BCNGEN68","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:581,742,10x18@4,15","semantic token match for BCNGEN"
"BCNGEN69","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:601,742,10x18@4,15","semantic token match for BCNGEN"
"BCNGEN70","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:621,742,10x18@4,15","semantic token match for BCNGEN"
"BCNGEN71","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:641,742,10x18@4,15","semantic token match for BCNGEN"
"BOYSPH68","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHBLKDCHYLW","","rastersymbols-day.png:661,742,19x15@9,11","semantic token match for BOYSPH"
"BOYSPH69","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLWDCHBLK","","rastersymbols-day.png:690,742,19x15@9,11","semantic token match for BOYSPH"
"BOYSPH70","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHBLKDCHYLW","","rastersymbols-day.png:719,742,19x15@9,11","semantic token match for BOYSPH"
"BOYSPH71","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHYLWDCHBLK","","rastersymbols-day.png:748,742,19x15@9,11","semantic token match for BOYSPH"
"BCNTOW76","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:777,742,15x18@7,14","semantic token match for BCNTOW"
"TOWERS60","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:827,742,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOWERS61","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHGRN","","rastersymbols-day.png:851,742,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"BCNGEN76","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:875,742,10x18@4,15","semantic token match for BCNGEN"
"BCNSTK78","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHREDDCHWHT","","rastersymbols-day.png:895,742,10x18@4,15","semantic token match for BCNSTK"
"TOPMAR23","POINT","CUSTOM_SYMBOL_MAP","Q9_Arrow.svg","ADEPMDBCHYLW","","rastersymbols-day.png:913,742,9x6@4,21","CustomSymbolMap object rule for TOPMAR"
"BCNTOW69","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:932,742,15x18@7,14","semantic token match for BCNTOW"
"BCNTOW70","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:957,742,15x18@7,14","semantic token match for BCNTOW"
"BCNTOW71","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:982,742,15x18@7,14","semantic token match for BCNTOW"
"BCNTOW64","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHREDDCHWHT","","rastersymbols-day.png:1007,742,15x18@7,14","semantic token match for BCNTOW"
"BCNTOW05","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHWHT","","rastersymbols-day.png:1032,742,15x18@7,14","semantic token match for BCNTOW"
"BCNTOW65","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHGRNDCHWHT","","rastersymbols-day.png:1057,742,15x18@7,14","semantic token match for BCNTOW"
"BCNGEN05","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHWHT","","rastersymbols-day.png:1082,742,10x18@4,15","semantic token match for BCNGEN"
"BCNGEN79","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHCOR","","rastersymbols-day.png:1102,742,10x18@4,15","semantic token match for BCNGEN"
"BCNGEN64","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHWHTDCHRED","","rastersymbols-day.png:1122,742,10x18@4,15","semantic token match for BCNGEN"
"BOYSPR72","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHREDDCHBLK","","rastersymbols-day.png:1142,742,10x18@4,15","semantic token match for BOYSPR"
"BCNGEN65","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHWHTDCHGRN","","rastersymbols-day.png:1162,742,10x18@4,15","semantic token match for BCNGEN"
"BCNSTK62","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHYLW","","rastersymbols-day.png:1182,742,8x16@3,13","semantic token match for BCNSTK"
"TOWERS77","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHWHTDCHGRN","","rastersymbols-day.png:1200,742,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"LITVES60","POINT","CUSTOM_SYMBOL_MAP","Q32_Light_vessel.svg","ADEPMDBCHBLKCCHRED","","rastersymbols-day.png:1390,742,31x23@15,20","CustomSymbolMap object rule for LITVES"
"LITVES61","POINT","CUSTOM_SYMBOL_MAP","Q32_Light_vessel.svg","ADEPMDBCHBLKCCHGRN","","rastersymbols-day.png:1431,742,31x23@15,20","CustomSymbolMap object rule for LITVES"
"BOYSUP65","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHREDDCHWHT","","rastersymbols-day.png:10,778,25x16@12,12","semantic token match for BOYSUP"
"BOYSPR60","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHREDDCHBLK","","rastersymbols-day.png:115,778,10x18@4,15","semantic token match for BOYSPR"
"BOYSPR61","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHGRNDCHBLK","","rastersymbols-day.png:135,778,10x18@4,15","semantic token match for BOYSPR"
"BOYSPR65","POINT","SEMANTIC_TOKEN","Q22a_Spherical_buoy.svg","ADEPMDBCHBLKCCHREDDCHWHT","","rastersymbols-day.png:155,778,10x18@4,15","semantic token match for BOYSPR"
"BCNSTK01","POINT","ALIAS","Q90_Stake_pole.svg","ADEPMDBCHBLKCCHREDDNODTA","","rastersymbols-day.png:204,778,8x16@3,13","explicit alias Q90_Stake_pole.svg"
"BCNSTK05","POINT","SEMANTIC_TOKEN","Q83_Beacon_submerged_rock.svg","ADEPMDBCHBLKCCHWHT","","rastersymbols-day.png:222,778,8x16@3,13","semantic token match for BCNSTK"
"TOWERS80","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHWHTDCHBLKECHRED","","rastersymbols-day.png:495,778,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOWERS81","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHWHTDCHBLKECHREDFCHGRN","","rastersymbols-day.png:519,778,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOWERS82","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHWHTDCHGRNECHREDFCHGRF","","rastersymbols-day.png:543,778,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOWERS83","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHWHTDCHBLK","","rastersymbols-day.png:567,778,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOWERS84","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHWHTDCHGRNECHREDFCHGRF","","rastersymbols-day.png:591,778,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOWERS85","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHWHTDCHRED","","rastersymbols-day.png:615,778,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
"TOWERS86","POINT","UNRESOLVED","","ADEPMDBCHBLKCCHREDDCHGRD","","rastersymbols-day.png:639,778,14x26@6,22","no exact/direct/semantic ESRI match; generic category fallback disabled"
