object,status,source
"UNKNOWN","heuristic_object_extraction_empty","/home/runner/work/s52-kotlin-webgl/s52-kotlin-webgl/s52-preslib/src/commonMain/kotlin/io/github/s52/preslib/opencpn/generated/OpenCpnGeneratedPresLib.kt"
